DEBUG: 2210
1455
2210
progress: 0.0 %
         1703465 function calls (1701543 primitive calls) in 22.640 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 getlimits.py:22(finfo)
        2    0.000    0.000    0.000    0.000 getlimits.py:242(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:267(max)
        1    0.000    0.000    0.000    0.000 gexf.py:164(GEXF)
        1    0.000    0.000    0.001    0.001 gexf.py:17(<module>)
       13    0.000    0.000    0.000    0.000 gexf.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 gexf.py:236(GEXFWriter)
        1    0.000    0.000    0.000    0.000 gexf.py:549(GEXFReader)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gml.py:24(<module>)
        1    0.000    0.000    0.001    0.001 gpickle.py:22(<module>)
        1    0.000    0.000    0.000    0.000 graph.py:25(Graph)
        1    0.000    0.000    0.000    0.000 graph.py:9(<module>)
        1    0.000    0.000    0.000    0.000 graphical.py:3(<module>)
        1    0.000    0.000    0.000    0.000 graphmatrix.py:3(<module>)
        1    0.000    0.000    0.000    0.000 graphml.py:199(GraphML)
       10    0.000    0.000    0.000    0.000 graphml.py:223(<genexpr>)
        1    0.000    0.000    0.000    0.000 graphml.py:229(GraphMLWriter)
        1    0.000    0.000    0.006    0.006 graphml.py:36(<module>)
        1    0.000    0.000    0.000    0.000 graphml.py:383(GraphMLReader)
        1    0.001    0.001    0.001    0.001 graphviz.py:7(<module>)
        1    0.001    0.001    0.001    0.001 hashlib.py:55(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
        1    0.000    0.000    0.018    0.018 heapq.py:431(nlargest)
        1    0.000    0.000    0.000    0.000 helper.py:3(<module>)
        1    0.003    0.003    0.004    0.004 hermite.py:59(<module>)
        1    0.003    0.003    0.004    0.004 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hierarchy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hits_alg.py:2(<module>)
        1    0.000    0.000    0.000    0.000 hybrid.py:4(<module>)
        1    0.001    0.001    0.002    0.002 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:142(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:228(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:337(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:431(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:453(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:458(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:505(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:600(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:643(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:82(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 info.py:175(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
      162    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
      108    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
        1    0.001    0.001    0.024    0.024 inspect.py:25(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
      108    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
      108    0.001    0.000    0.001    0.000 inspect.py:743(getargs)
      108    0.000    0.000    0.002    0.000 inspect.py:803(getargspec)
      146    0.000    0.000    0.000    0.000 inspect.py:837(strseq)
       54    0.000    0.000    0.001    0.000 inspect.py:844(formatargspec)
        1    0.000    0.000    0.000    0.000 inspect.py:847(<lambda>)
        1    0.000    0.000    0.000    0.000 intersection.py:4(<module>)
        1    0.000    0.000    0.001    0.001 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        1    0.000    0.000    0.000    0.000 isolate.py:4(<module>)
        1    0.000    0.000    0.000    0.000 isomorph.py:3(<module>)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:129(<module>)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:146(GraphMatcher)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:477(DiGraphMatcher)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:779(GMState)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:862(DiGMState)
        1    0.000    0.000    0.001    0.001 katz.py:3(<module>)
        1    0.000    0.000    0.000    0.000 kclique.py:7(<module>)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.003    0.003    0.004    0.004 laguerre.py:59(<module>)
        1    0.000    0.000    0.002    0.002 laplacianmatrix.py:3(<module>)
        1    0.000    0.000    0.000    0.000 layout.py:7(<module>)
        1    0.000    0.000    0.000    0.000 leda.py:10(<module>)
        1    0.003    0.003    0.004    0.004 legendre.py:83(<module>)
        1    0.001    0.001    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:37(LinAlgError)
        1    0.000    0.000    0.000    0.000 line.py:4(<module>)
        1    0.000    0.000    0.000    0.000 load.py:4(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 machar.py:15(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:4(<module>)
        1    0.000    0.000    0.000    0.000 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        3    0.000    0.000    0.000    0.000 matchhelpers.py:20(copyfunc)
        1    0.000    0.000    0.000    0.000 matchhelpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 matching.py:5(<module>)
        1    0.000    0.000    0.000    0.000 maxflow.py:4(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 mincost.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mis.py:6(<module>)
        1    0.004    0.004    0.055    0.055 misc.py:10(<module>)
        1    0.000    0.000    0.000    0.000 mixing.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mst.py:5(<module>)
        1    0.000    0.000    0.000    0.000 multidigraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multidigraph.py:18(MultiDiGraph)
        1    0.000    0.000    0.000    0.000 multigraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multigraph.py:16(MultiGraph)
        1    0.000    0.000    0.001    0.001 multiline_adjlist.py:27(<module>)
        1    0.000    0.000    0.000    0.000 neighbor_degree.py:7(<module>)
        1    0.000    0.000    0.000    0.000 new.py:5(<module>)
       19    0.000    0.000    0.000    0.000 nosetester.py:137(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:85(NoseTester)
        1    0.001    0.001    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:126(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:82(BagObj)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.382    0.382    0.383    0.383 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:1473(set_string_function)
        3    0.000    0.000    0.000    0.000 numeric.py:207(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:2493(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2497(errstate)
        1    0.000    0.000    0.000    0.000 numeric.py:2571(_setdef)
        1    0.000    0.000    0.000    0.000 numeric.py:37(ComplexWarning)
       72    0.000    0.000    0.000    0.000 numerictypes.py:128(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:155(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:182(english_capitalize)
       21    0.000    0.000    0.000    0.000 numerictypes.py:217(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:230(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:286(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:302(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:343(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:384(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:433(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:448(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:456(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:770(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:785(_construct_lookups)
        1    0.000    0.000    0.001    0.001 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpytest.py:10(IgnoreException)
        1    0.000    0.000    0.000    0.000 nx_agraph.py:17(<module>)
        1    0.000    0.000    0.001    0.001 nx_pydot.py:15(<module>)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:15(<module>)
        1    0.000    0.000    0.000    0.000 nx_shp.py:13(<module>)
        1    0.000    0.000    0.001    0.001 nx_yaml.py:15(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pagerank_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pairs.py:2(<module>)
        1    0.000    0.000    0.001    0.001 pajek.py:14(<module>)
        1    0.000    0.000    0.000    0.000 pdb.py:18(Restart)
        1    0.001    0.001    0.001    0.001 pdb.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pdb.py:59(Pdb)
        1    0.000    0.000    0.000    0.000 pickle.py:1261(_EmptyClass)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.002    0.002 pickle.py:25(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:62(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:82(_Stop)
        1    0.001    0.001    0.001    0.001 pickle.py:827(Unpickler)
        1    0.000    0.000    0.000    0.000 polynomial.py:19(RankWarning)
        1    0.001    0.001    0.002    0.002 polynomial.py:3(<module>)
        1    0.004    0.004    0.005    0.005 polynomial.py:54(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:928(poly1d)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:33(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyBase)
       19    0.000    0.000    0.000    0.000 posixpath.py:127(dirname)
        1    0.000    0.000    0.000    0.000 posixpath.py:321(normpath)
        1    0.000    0.000    0.000    0.000 posixpath.py:350(abspath)
        1    0.000    0.000    0.000    0.000 posixpath.py:59(isabs)
        2    0.000    0.000    0.000    0.000 posixpath.py:68(join)
        1    0.000    0.000    0.000    0.000 posixpath.py:89(split)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 product.py:3(<module>)
        1    0.000    0.000    0.000    0.000 projection.py:3(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pydot.py:1028(Graph)
        1    0.000    0.000    0.000    0.000 pydot.py:1677(Subgraph)
        1    0.000    0.000    0.000    0.000 pydot.py:1724(Cluster)
        1    0.000    0.000    0.000    0.000 pydot.py:1772(Dot)
        1    0.001    0.001    0.021    0.021 pydot.py:18(<module>)
        1    0.000    0.000    0.000    0.000 pydot.py:571(Common)
        1    0.000    0.000    0.000    0.000 pydot.py:701(Error)
        1    0.000    0.000    0.000    0.000 pydot.py:710(InvocationException)
        1    0.000    0.000    0.000    0.000 pydot.py:720(Node)
        1    0.000    0.000    0.000    0.000 pydot.py:837(Edge)
        1    0.000    0.000    0.000    0.000 pydot.py:93(frozendict)
       21    0.000    0.000    0.000    0.000 pyparsing.py:1107(__add__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1218(__or__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1278(__invert__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1282(__call__)
       13    0.000    0.000    0.000    0.000 pyparsing.py:1299(leaveWhitespace)
       50    0.000    0.000    0.000    0.000 pyparsing.py:1307(setWhitespaceChars)
       25    0.000    0.000    0.000    0.000 pyparsing.py:1351(__str__)
       50    0.000    0.000    0.000    0.000 pyparsing.py:1357(streamline)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1389(getException)
      240    0.000    0.000    0.000    0.000 pyparsing.py:1392(__getattr__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1424(Token)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1426(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1429(setName)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1435(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1437(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:144(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1444(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1460(Literal)
       17    0.000    0.000    0.000    0.000 pyparsing.py:1462(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1481(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1493(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:154(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1553(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1574(CaselessKeyword)
        6    0.000    0.000    0.000    0.000 pyparsing.py:158(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1588(Word)
        7    0.000    0.000    0.004    0.001 pyparsing.py:1600(__init__)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1654(parseImpl)
        9    0.000    0.000    0.000    0.000 pyparsing.py:1699(__str__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:1708(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1722(Regex)
       12    0.000    0.000    0.006    0.000 pyparsing.py:1727(__init__)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1761(parseImpl)
       13    0.000    0.000    0.000    0.000 pyparsing.py:1777(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1789(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1905(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1975(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:202(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2032(_PositionToken)
        5    0.000    0.000    0.000    0.000 pyparsing.py:2033(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2039(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2062(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2064(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2086(LineEnd)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2088(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:211(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2111(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2113(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2128(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2130(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2151(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:216(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2173(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2199(ParseExpression)
       27    0.000    0.000    0.000    0.000 pyparsing.py:2201(__init__)
      8/4    0.000    0.000    0.001    0.000 pyparsing.py:2222(leaveWhitespace)
     16/3    0.000    0.000    0.000    0.000 pyparsing.py:2253(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2285(setResultsName)
     15/9    0.000    0.000    0.001    0.000 pyparsing.py:2295(copy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2300(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2306(_ErrorStop)
       21    0.000    0.000    0.000    0.000 pyparsing.py:2312(__init__)
     10/2    0.000    0.000    0.002    0.001 pyparsing.py:2323(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2369(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:237(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2430(MatchFirst)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2435(__init__)
     20/8    0.000    0.000    0.001    0.000 pyparsing.py:2446(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:245(_ParseResultsWithOffset)
        4    0.000    0.000    0.000    0.000 pyparsing.py:246(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2474(__str__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:248(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2489(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:255(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2577(ParseElementEnhance)
       26    0.000    0.000    0.000    0.000 pyparsing.py:2579(__init__)
     16/2    0.000    0.000    0.001    0.001 pyparsing.py:2594(parseImpl)
      8/4    0.000    0.000    0.002    0.000 pyparsing.py:2600(leaveWhitespace)
     11/4    0.000    0.000    0.000    0.000 pyparsing.py:2619(streamline)
       82    0.000    0.000    0.000    0.000 pyparsing.py:262(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2638(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2649(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2663(NotAny)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2669(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2699(ZeroOrMore)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2701(__init__)
    82/80    0.000    0.000    0.000    0.000 pyparsing.py:271(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2738(OneOrMore)
        2    0.000    0.000    0.001    0.001 pyparsing.py:2740(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2772(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2780(Optional)
        5    0.000    0.000    0.000    0.000 pyparsing.py:2785(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2790(parseImpl)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2804(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2814(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2879(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2953(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2957(TokenConverter)
       15    0.000    0.000    0.000    0.000 pyparsing.py:2959(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2963(Upcase)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2974(Combine)
        4    0.000    0.000    0.002    0.000 pyparsing.py:2979(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3006(Group)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3008(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3012(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3015(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3020(__init__)
       22    0.000    0.000    0.000    0.000 pyparsing.py:304(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3049(Suppress)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3051(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3058(OnlyOnce)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(delimitedList)
        4    0.000    0.000    0.000    0.000 pyparsing.py:313(__setitem__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3192(_escapeRegexRangeChars)
        1    0.000    0.000    0.001    0.001 pyparsing.py:3200(oneOf)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3217(<lambda>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3218(<lambda>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3312(<lambda>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3318(<lambda>)
        2    0.000    0.000    0.002    0.001 pyparsing.py:3320(srange)
        1    0.000    0.000    0.003    0.003 pyparsing.py:3402(_makeTags)
        1    0.000    0.000    0.003    0.003 pyparsing.py:3431(makeHTMLTags)
       18    0.000    0.000    0.000    0.000 pyparsing.py:352(__bool__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:354(__iter__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:356(keys)
        2    0.000    0.000    0.000    0.000 pyparsing.py:393(__getattr__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:409(__iadd__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:412(<lambda>)
        1    0.001    0.001    0.017    0.017 pyparsing.py:59(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:652(_trim_arity)
       12    0.000    0.000    0.000    0.000 pyparsing.py:657(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:670(ParserElement)
       95    0.000    0.000    0.000    0.000 pyparsing.py:688(__init__)
       65    0.000    0.000    0.002    0.000 pyparsing.py:711(copy)
       17    0.000    0.000    0.000    0.000 pyparsing.py:721(setName)
        7    0.000    0.000    0.001    0.000 pyparsing.py:729(setResultsName)
        6    0.000    0.000    0.000    0.000 pyparsing.py:766(setParseAction)
       60    0.000    0.000    0.000    0.000 pyparsing.py:819(preParse)
       46    0.000    0.000    0.000    0.000 pyparsing.py:834(postParse)
    102/2    0.001    0.000    0.002    0.001 pyparsing.py:838(_parseNoCache)
        2    0.000    0.000    0.000    0.000 pyparsing.py:939(resetCache)
       14    0.000    0.000    0.000    0.000 pyparsing.py:96(<lambda>)
        2    0.000    0.000    0.002    0.001 pyparsing.py:965(parseString)
    50/47    0.000    0.000    0.000    0.000 pyparsing.py:98(_ustr)
        1    0.020    0.020   22.642   22.642 pyword2vec_ST_v2.1.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pyword2vec_ST_v2.1.py:158(Word2Vec)
        1    0.000    0.000    0.000    0.000 pyword2vec_ST_v2.1.py:163(__init__)
        1   20.082   20.082   21.187   21.187 pyword2vec_ST_v2.1.py:198(fit)
   200000    0.216    0.000    0.254    0.000 pyword2vec_ST_v2.1.py:20(file_to_wordstream)
        1    0.000    0.000    0.000    0.000 pyword2vec_ST_v2.1.py:48(HashedVocab)
        1    0.000    0.000    0.130    0.130 pyword2vec_ST_v2.1.py:49(__init__)
        1    0.000    0.000    0.544    0.544 pyword2vec_ST_v2.1.py:55(fit)
     2210    0.003    0.000    0.004    0.000 pyword2vec_ST_v2.1.py:57(<lambda>)
    12023    0.002    0.000    0.002    0.000 pyword2vec_ST_v2.1.py:58(<lambda>)
   102210    0.585    0.000    1.031    0.000 pyword2vec_ST_v2.1.py:64(search_for)
    99999    0.029    0.000    0.029    0.000 pyword2vec_ST_v2.1.py:74(__getitem__)
        1    0.020    0.020    0.162    0.162 pyword2vec_ST_v2.1.py:77(build_hash)
   104420    0.404    0.000    0.453    0.000 pyword2vec_ST_v2.1.py:84(get_word_hash)
     2210    0.004    0.000    0.004    0.000 pyword2vec_ST_v2.1.py:93(add_to_hash)
        1    0.113    0.113    0.119    0.119 pyword2vec_ST_v2.1.py:97(build_huffman_tree)
        1    0.000    0.000    0.000    0.000 random.py:100(seed)
        1    0.000    0.000    0.001    0.001 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 random.py:649(WichmannHill)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random.py:799(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:91(__init__)
        1    0.000    0.000    0.000    0.000 random_clustered.py:3(<module>)
        1    0.000    0.000    0.000    0.000 random_graphs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 random_sequence.py:4(<module>)
        1    0.000    0.000    0.000    0.000 rcm.py:3(<module>)
      117    0.000    0.000    0.001    0.000 re.py:134(match)
        2    0.000    0.000    0.007    0.003 re.py:139(search)
        2    0.000    0.000    0.000    0.000 re.py:181(finditer)
       58    0.000    0.000    0.046    0.001 re.py:188(compile)
        7    0.000    0.000    0.000    0.000 re.py:204(escape)
      179    0.001    0.000    0.049    0.000 re.py:226(_compile)
        1    0.000    0.000    0.000    0.000 records.py:214(record)
        1    0.000    0.000    0.000    0.000 records.py:284(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 redundancy.py:2(<module>)
        1    0.000    0.000    0.000    0.000 relabel.py:7(<module>)
        1    0.000    0.000    0.000    0.000 release.py:120(get_revision)
        1    0.000    0.000    0.000    0.000 release.py:161(get_info)
        1    0.000    0.000    0.000    0.000 release.py:2(<module>)
        1    0.000    0.000    0.003    0.003 release.py:30(<module>)
        1    0.000    0.000    0.000    0.000 repr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 repr.py:10(__init__)
        1    0.000    0.000    0.000    0.000 repr.py:8(Repr)
        1    0.000    0.000    0.002    0.002 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 richclub.py:2(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
